comparison,left_experiment,right_experiment,dataset,output_method,metric,n_pairs,mean_delta,median_delta,std_delta,wins,ties,losses,wilcoxon_statistic,wilcoxon_p_value,bootstrap_mean_ci_low,bootstrap_mean_ci_high
r02_selective77_radius1_bfs_to_r03_edge_region_mean,r02_selective77_radius1_bfs,r03_edge_region_mean,STARE,CA-APSRG,accuracy,20,-0.010891145218418007,-0.011064935064935166,0.008906559340383263,3,0,17,7.0,3.62396240234375e-05,-0.014741053719008378,-0.007213786894923307
r02_selective77_radius1_bfs_to_r03_edge_region_mean,r02_selective77_radius1_bfs,r03_edge_region_mean,CHASEDB1,CA-APSRG,precision,28,0.00599028082721175,0.003365834645035537,0.07683316455848793,15,0,13,196.0,0.8841757625341415,-0.021178878293113393,0.034650479681742
r02_selective77_radius1_bfs_to_r03_edge_region_mean,r02_selective77_radius1_bfs,r03_edge_region_mean,DRIVE,CA-APSRG,precision,20,0.03304042061685829,0.008714857597483139,0.08711785735694821,12,0,8,71.0,0.21616744995117188,-0.0031504303814334413,0.0714634853812796
r02_selective77_radius1_bfs_to_r03_edge_region_mean,r02_selective77_radius1_bfs,r03_edge_region_mean,STARE,CA-APSRG,precision,20,0.09288677096600892,0.11325881441680596,0.15533624612463806,14,0,6,44.0,0.021484375,0.02832847440457364,0.15579003385763918
r02_selective77_radius1_bfs_to_r03_edge_region_mean,r02_selective77_radius1_bfs,r03_edge_region_mean,CHASEDB1,CA-APSRG,recall,28,-0.26789815157105806,-0.263458355858585,0.06831381164817063,0,0,28,0.0,7.450580596923828e-09,-0.293648993147243,-0.24375873706667395
r02_selective77_radius1_bfs_to_r03_edge_region_mean,r02_selective77_radius1_bfs,r03_edge_region_mean,DRIVE,CA-APSRG,recall,20,-0.24757380645281826,-0.23582679372350301,0.052414878254130326,0,0,20,0.0,1.9073486328125e-06,-0.27177654247499283,-0.22639195957198774
r02_selective77_radius1_bfs_to_r03_edge_region_mean,r02_selective77_radius1_bfs,r03_edge_region_mean,STARE,CA-APSRG,recall,20,-0.2944111809766681,-0.29689146056994853,0.07884732286925207,0,0,20,0.0,1.9073486328125e-06,-0.3276903167029442,-0.26125468643128724
r02_selective77_radius1_bfs_to_r03_edge_region_mean,r02_selective77_radius1_bfs,r03_edge_region_mean,CHASEDB1,CA-APSRG,specificity,28,0.009692212550355359,0.008125996177024808,0.00410263795029841,28,0,0,0.0,7.450580596923828e-09,0.008276608867012095,0.011308115330618313
r02_selective77_radius1_bfs_to_r03_edge_region_mean,r02_selective77_radius1_bfs,r03_edge_region_mean,DRIVE,CA-APSRG,specificity,20,0.011355364220417007,0.008750674454018947,0.005984645938628784,20,0,0,0.0,1.9073486328125e-06,0.008989221264008631,0.01414725774394786
r02_selective77_radius1_bfs_to_r03_edge_region_mean,r02_selective77_radius1_bfs,r03_edge_region_mean,STARE,CA-APSRG,specificity,20,0.012964401346589794,0.012911820003055408,0.0069194930686247375,20,0,0,0.0,1.9073486328125e-06,0.00997941619991929,0.01587616145758671
r02_selective77_radius1_bfs_to_r03_edge_region_mean,r02_selective77_radius1_bfs,r03_edge_region_mean,CHASEDB1,CA-APSRG,f1_score,28,-0.24647783516096428,-0.2608632181003564,0.04844128438432548,0,0,28,0.0,7.450580596923828e-09,-0.263626587956023,-0.22949785534566922
r02_selective77_radius1_bfs_to_r03_edge_region_mean,r02_selective77_radius1_bfs,r03_edge_region_mean,DRIVE,CA-APSRG,f1_score,20,-0.2504410488214871,-0.2466818775485078,0.06509538801957271,0,0,20,0.0,1.9073486328125e-06,-0.2785417342380634,-0.22266483138810367
r02_selective77_radius1_bfs_to_r03_edge_region_mean,r02_selective77_radius1_bfs,r03_edge_region_mean,STARE,CA-APSRG,f1_score,20,-0.26032412892645096,-0.26946038489505597,0.08652967993303975,0,0,20,0.0,1.9073486328125e-06,-0.2960903117950328,-0.22311421141029225
r02_selective77_radius1_bfs_to_r03_edge_region_mean,r02_selective77_radius1_bfs,r03_edge_region_mean,CHASEDB1,CA-APSRG,iou,28,-0.19636833512965585,-0.20341979863810666,0.04190448434491887,0,0,28,0.0,7.450580596923828e-09,-0.21157436505358598,-0.18103915090111503
r02_selective77_radius1_bfs_to_r03_edge_region_mean,r02_selective77_radius1_bfs,r03_edge_region_mean,DRIVE,CA-APSRG,iou,20,-0.20455977111802953,-0.1993824687603245,0.052019432640618486,0,0,20,0.0,1.9073486328125e-06,-0.2272633922952711,-0.1832114786501097
r02_selective77_radius1_bfs_to_r03_edge_region_mean,r02_selective77_radius1_bfs,r03_edge_region_mean,STARE,CA-APSRG,iou,20,-0.21447724125262782,-0.21109773564233636,0.07067394915246511,0,0,20,0.0,1.9073486328125e-06,-0.24455730266030865,-0.18381910667765325
r02_selective77_radius1_bfs_to_r03_edge_region_mean,r02_selective77_radius1_bfs,r03_edge_region_mean,CHASEDB1,CA-APSRG,balanced_accuracy,28,-0.12910296951035138,-0.12678706933057554,0.03275225136616348,0,0,28,0.0,7.450580596923828e-09,-0.1413198940277097,-0.11771639701340719
r02_selective77_radius1_bfs_to_r03_edge_region_mean,r02_selective77_radius1_bfs,r03_edge_region_mean,DRIVE,CA-APSRG,balanced_accuracy,20,-0.11810922111620059,-0.11401740612701472,0.025515427794850797,0,0,20,0.0,1.9073486328125e-06,-0.12981140951887507,-0.1080345456891323
r02_selective77_radius1_bfs_to_r03_edge_region_mean,r02_selective77_radius1_bfs,r03_edge_region_mean,STARE,CA-APSRG,balanced_accuracy,20,-0.14072338981503912,-0.1391067132012635,0.037490829182491185,0,0,20,0.0,1.9073486328125e-06,-0.15612460300936684,-0.12445629576548418
r02_selective77_radius1_bfs_to_r03_edge_region_mean,r02_selective77_radius1_bfs,r03_edge_region_mean,CHASEDB1,CA-APSRG,dice,28,-0.24647783516096428,-0.2608632181003564,0.04844128438432548,0,0,28,0.0,7.450580596923828e-09,-0.2646415254744883,-0.22907472993808295
r02_selective77_radius1_bfs_to_r03_edge_region_mean,r02_selective77_radius1_bfs,r03_edge_region_mean,DRIVE,CA-APSRG,dice,20,-0.2504410488214871,-0.2466818775485078,0.06509538801957271,0,0,20,0.0,1.9073486328125e-06,-0.27828439290737234,-0.22297916745489965
r02_selective77_radius1_bfs_to_r03_edge_region_mean,r02_selective77_radius1_bfs,r03_edge_region_mean,STARE,CA-APSRG,dice,20,-0.26032412892645096,-0.26946038489505597,0.08652967993303975,0,0,20,0.0,1.9073486328125e-06,-0.29734975750361764,-0.2210099702752677
r03_edge_region_mean_to_r04_local_or_region,r03_edge_region_mean,r04_local_or_region,CHASEDB1,APSRG,accuracy,28,0.008395449020449046,0.009004316816816738,0.007825818802494845,22,0,6,29.0,1.2949109077453613e-05,0.005578796802755134,0.011212589077172432
r03_edge_region_mean_to_r04_local_or_region,r03_edge_region_mean,r04_local_or_region,DRIVE,APSRG,accuracy,20,0.03227027168615769,0.03212240005336919,0.01691734441166732,18,0,2,3.0,9.5367431640625e-06,0.024784212175743853,0.03940539075967393
r03_edge_region_mean_to_r04_local_or_region,r03_edge_region_mean,r04_local_or_region,STARE,APSRG,accuracy,20,-0.0019938606847697826,-0.0018016528925619002,0.014156181699830331,7,0,13,86.0,0.49800872802734375,-0.007973043093270361,0.004027517709563146
r03_edge_region_mean_to_r04_local_or_region,r03_edge_region_mean,r04_local_or_region,CHASEDB1,APSRG,precision,28,-0.06860472353822165,-0.06527082129764061,0.087965740911383,7,0,21,51.0,0.000244140625,-0.10205556052086856,-0.037814051494951186
r03_edge_region_mean_to_r04_local_or_region,r03_edge_region_mean,r04_local_or_region,DRIVE,APSRG,precision,20,-0.1258892089616923,-0.0671005572850506,0.13437016636027996,2,0,18,19.0,0.0005855560302734375,-0.18418346849058756,-0.06935864055797616
r03_edge_region_mean_to_r04_local_or_region,r03_edge_region_mean,r04_local_or_region,STARE,APSRG,precision,20,-0.2587317346635715,-0.2994905355327278,0.2150185169704573,2,0,18,13.0,0.0001678466796875,-0.34914126619775465,-0.16325942683517594
r03_edge_region_mean_to_r04_local_or_region,r03_edge_region_mean,r04_local_or_region,CHASEDB1,APSRG,recall,28,0.42389043047105995,0.4420397855018944,0.07035135940115049,28,0,0,0.0,7.450580596923828e-09,0.3971403289016935,0.4492561090089147
r03_edge_region_mean_to_r04_local_or_region,r03_edge_region_mean,r04_local_or_region,DRIVE,APSRG,recall,20,0.5453614314403925,0.5503109952631616,0.07579057380478821,20,0,0,0.0,1.9073486328125e-06,0.5110663004649043,0.5771418867305693
r03_edge_region_mean_to_r04_local_or_region,r03_edge_region_mean,r04_local_or_region,STARE,APSRG,recall,20,0.6289705114296207,0.6566066323786319,0.13104543222603027,20,0,0,0.0,1.9073486328125e-06,0.5687891598713847,0.6806519711583038
r03_edge_region_mean_to_r04_local_or_region,r03_edge_region_mean,r04_local_or_region,CHASEDB1,APSRG,specificity,28,-0.02238311981923946,-0.02096477269421948,0.005735935413273496,0,0,28,0.0,7.450580596923828e-09,-0.024583993699598388,-0.02037776121339285
r03_edge_region_mean_to_r04_local_or_region,r03_edge_region_mean,r04_local_or_region,DRIVE,APSRG,specificity,20,-0.04107806251969156,-0.0416672328359971,0.008591956029656272,0,0,20,0.0,1.9073486328125e-06,-0.0446951675694269,-0.03739789471756919
r03_edge_region_mean_to_r04_local_or_region,r03_edge_region_mean,r04_local_or_region,STARE,APSRG,specificity,20,-0.05527566304316391,-0.05793418115876586,0.016264657872311055,0,0,20,0.0,1.9073486328125e-06,-0.061934369267814086,-0.048154814452783475
r03_edge_region_mean_to_r04_local_or_region,r03_edge_region_mean,r04_local_or_region,CHASEDB1,APSRG,f1_score,28,0.3178112849820448,0.327455306419599,0.06594694106363651,28,0,0,0.0,7.450580596923828e-09,0.2942579030231921,0.34137238277729576
r03_edge_region_mean_to_r04_local_or_region,r03_edge_region_mean,r04_local_or_region,DRIVE,APSRG,f1_score,20,0.39926555755882653,0.4140566319340024,0.08257640090805685,20,0,0,0.0,1.9073486328125e-06,0.3630238138881961,0.4337112492979691
r03_edge_region_mean_to_r04_local_or_region,r03_edge_region_mean,r04_local_or_region,STARE,APSRG,f1_score,20,0.33260920693037116,0.3408554848900254,0.11080580768458313,20,0,0,0.0,1.9073486328125e-06,0.2822946921174532,0.37725888849222716
r03_edge_region_mean_to_r04_local_or_region,r03_edge_region_mean,r04_local_or_region,CHASEDB1,APSRG,iou,28,0.26521612573908165,0.26766480395135817,0.05604512073161525,28,0,0,0.0,7.450580596923828e-09,0.24548822655754404,0.28625668038235624
r03_edge_region_mean_to_r04_local_or_region,r03_edge_region_mean,r04_local_or_region,DRIVE,APSRG,iou,20,0.3643063958986383,0.38207683829528793,0.07314003666376491,20,0,0,0.0,1.9073486328125e-06,0.33354596613979015,0.39450200526965656
r03_edge_region_mean_to_r04_local_or_region,r03_edge_region_mean,r04_local_or_region,STARE,APSRG,iou,20,0.288980394828069,0.30130362069082406,0.09442274278560353,20,0,0,0.0,1.9073486328125e-06,0.24831853371460047,0.32766867154602436
r03_edge_region_mean_to_r04_local_or_region,r03_edge_region_mean,r04_local_or_region,CHASEDB1,APSRG,balanced_accuracy,28,0.2007536553259103,0.20927142392582776,0.03355954719817105,28,0,0,0.0,7.450580596923828e-09,0.18879002770264444,0.21256761053776121
r03_edge_region_mean_to_r04_local_or_region,r03_edge_region_mean,r04_local_or_region,DRIVE,APSRG,balanced_accuracy,20,0.25214168446035046,0.25894846190177695,0.03590422633553473,20,0,0,0.0,1.9073486328125e-06,0.23587052440099152,0.2670280113368518
r03_edge_region_mean_to_r04_local_or_region,r03_edge_region_mean,r04_local_or_region,STARE,APSRG,balanced_accuracy,20,0.2868474241932283,0.3027360392390838,0.05894365167793476,20,0,0,0.0,1.9073486328125e-06,0.2600325624646883,0.309754460709391
r03_edge_region_mean_to_r04_local_or_region,r03_edge_region_mean,r04_local_or_region,CHASEDB1,APSRG,dice,28,0.3178112849820448,0.327455306419599,0.06594694106363651,28,0,0,0.0,7.450580596923828e-09,0.2935343308586297,0.34230635418726774
r03_edge_region_mean_to_r04_local_or_region,r03_edge_region_mean,r04_local_or_region,DRIVE,APSRG,dice,20,0.39926555755882653,0.4140566319340024,0.08257640090805685,20,0,0,0.0,1.9073486328125e-06,0.3643886339658477,0.4326112354793564
r03_edge_region_mean_to_r04_local_or_region,r03_edge_region_mean,r04_local_or_region,STARE,APSRG,dice,20,0.33260920693037116,0.3408554848900254,0.11080580768458313,20,0,0,0.0,1.9073486328125e-06,0.28283501249707493,0.37693698864708075
r03_edge_region_mean_to_r04_local_or_region,r03_edge_region_mean,r04_local_or_region,CHASEDB1,CA-APSRG,accuracy,28,0.008396789646789684,0.009009009009008917,0.007826377962746755,22,0,6,29.0,1.2949109077453613e-05,0.005573633529362748,0.011274197374457852
r03_edge_region_mean_to_r04_local_or_region,r03_edge_region_mean,r04_local_or_region,DRIVE,CA-APSRG,accuracy,20,0.03229224560911105,0.03217744063153982,0.01690335987019861,18,0,2,3.0,9.5367431640625e-06,0.024555833609326696,0.03906382525475491
r03_edge_region_mean_to_r04_local_or_region,r03_edge_region_mean,r04_local_or_region,STARE,CA-APSRG,accuracy,20,-0.001994332939787474,-0.0017827626918535122,0.014155467999030388,7,0,13,86.0,0.49800872802734375,-0.007771038961038936,0.004281378394332978
r03_edge_region_mean_to_r04_local_or_region,r03_edge_region_mean,r04_local_or_region,CHASEDB1,CA-APSRG,precision,28,-0.06861152334068887,-0.06527082129764061,0.08795936411581713,7,0,21,51.0,0.000244140625,-0.10068114028808871,-0.03647284050972726
r03_edge_region_mean_to_r04_local_or_region,r03_edge_region_mean,r04_local_or_region,DRIVE,CA-APSRG,precision,20,-0.12594776946546118,-0.0670998605071414,0.13446040090905864,2,0,18,19.0,0.0005855560302734375,-0.1847619785769329,-0.07024162395986286
r03_edge_region_mean_to_r04_local_or_region,r03_edge_region_mean,r04_local_or_region,STARE,CA-APSRG,precision,20,-0.25883777497198013,-0.2994905355327278,0.21483297478927793,2,0,18,13.0,0.0001678466796875,-0.34654864331302593,-0.16314157287786188
r03_edge_region_mean_to_r04_local_or_region,r03_edge_region_mean,r04_local_or_region,CHASEDB1,CA-APSRG,recall,28,0.4238943346241081,0.4420397855018944,0.07034730808699842,28,0,0,0.0,7.450580596923828e-09,0.3978915894890997,0.4489207566283829
r03_edge_region_mean_to_r04_local_or_region,r03_edge_region_mean,r04_local_or_region,DRIVE,CA-APSRG,recall,20,0.545721371483229,0.5504025823363005,0.0756631408939024,20,0,0,0.0,1.9073486328125e-06,0.5125217487908336,0.5776119519223364
r03_edge_region_mean_to_r04_local_or_region,r03_edge_region_mean,r04_local_or_region,STARE,CA-APSRG,recall,20,0.6289705114296207,0.6566066323786319,0.13104543222603027,20,0,0,0.0,1.9073486328125e-06,0.5685748509507275,0.6797089260371391
r03_edge_region_mean_to_r04_local_or_region,r03_edge_region_mean,r04_local_or_region,CHASEDB1,CA-APSRG,specificity,28,-0.022381988075786324,-0.02096477269421948,0.005736603116065017,0,0,28,0.0,7.450580596923828e-09,-0.02454829975908018,-0.020365291879251346
r03_edge_region_mean_to_r04_local_or_region,r03_edge_region_mean,r04_local_or_region,DRIVE,CA-APSRG,specificity,20,-0.04110308742129663,-0.04174507241031861,0.008578581601417251,0,0,20,0.0,1.9073486328125e-06,-0.04477127969000116,-0.03749870385697552
r03_edge_region_mean_to_r04_local_or_region,r03_edge_region_mean,r04_local_or_region,STARE,CA-APSRG,specificity,20,-0.05527618726764934,-0.05795214364795631,0.016263960801705266,0,0,20,0.0,1.9073486328125e-06,-0.06216280382122588,-0.04832006045003933
r03_edge_region_mean_to_r04_local_or_region,r03_edge_region_mean,r04_local_or_region,CHASEDB1,CA-APSRG,f1_score,28,0.317822880637099,0.327455306419599,0.06594168298126328,28,0,0,0.0,7.450580596923828e-09,0.2938283185929042,0.3425972751768701
r03_edge_region_mean_to_r04_local_or_region,r03_edge_region_mean,r04_local_or_region,DRIVE,CA-APSRG,f1_score,20,0.39971403109039505,0.4143425215346347,0.08246872732542584,20,0,0,0.0,1.9073486328125e-06,0.36359166986327685,0.43350677787974634
r03_edge_region_mean_to_r04_local_or_region,r03_edge_region_mean,r04_local_or_region,STARE,CA-APSRG,f1_score,20,0.33261885681535647,0.3409197477312168,0.11081042862590006,20,0,0,0.0,1.9073486328125e-06,0.2817791857418719,0.3775894450657651
r03_edge_region_mean_to_r04_local_or_region,r03_edge_region_mean,r04_local_or_region,CHASEDB1,CA-APSRG,iou,28,0.2652277566254471,0.2676978322686079,0.05603967030842302,28,0,0,0.0,7.450580596923828e-09,0.24513030744329162,0.2861998010778066
r03_edge_region_mean_to_r04_local_or_region,r03_edge_region_mean,r04_local_or_region,DRIVE,CA-APSRG,iou,20,0.36460960521682273,0.3822768128242493,0.07301955380574565,20,0,0,0.0,1.9073486328125e-06,0.33262412420273196,0.3948277517132109
r03_edge_region_mean_to_r04_local_or_region,r03_edge_region_mean,r04_local_or_region,STARE,CA-APSRG,iou,20,0.28899894190613734,0.30130362069082406,0.09443753574588372,20,0,0,0.0,1.9073486328125e-06,0.2464103484267732,0.32832808750251524
r03_edge_region_mean_to_r04_local_or_region,r03_edge_region_mean,r04_local_or_region,CHASEDB1,CA-APSRG,balanced_accuracy,28,0.20075617327416087,0.20927565608754822,0.03355715835039543,28,0,0,0.0,7.450580596923828e-09,0.18841256917255153,0.21265833076940902
r03_edge_region_mean_to_r04_local_or_region,r03_edge_region_mean,r04_local_or_region,DRIVE,CA-APSRG,balanced_accuracy,20,0.25230914203096616,0.25898765951515457,0.03583838139143377,20,0,0,0.0,1.9073486328125e-06,0.23686795994466942,0.26717112997175957
r03_edge_region_mean_to_r04_local_or_region,r03_edge_region_mean,r04_local_or_region,STARE,CA-APSRG,balanced_accuracy,20,0.2868471620809856,0.3027321626108059,0.058944031275651704,20,0,0,0.0,1.9073486328125e-06,0.2598537657410349,0.31004338056863784
r03_edge_region_mean_to_r04_local_or_region,r03_edge_region_mean,r04_local_or_region,CHASEDB1,CA-APSRG,dice,28,0.317822880637099,0.327455306419599,0.06594168298126328,28,0,0,0.0,7.450580596923828e-09,0.2943161472936129,0.34235148490352346
r03_edge_region_mean_to_r04_local_or_region,r03_edge_region_mean,r04_local_or_region,DRIVE,CA-APSRG,dice,20,0.39971403109039505,0.4143425215346347,0.08246872732542584,20,0,0,0.0,1.9073486328125e-06,0.3642535501493227,0.4334610015088673
r03_edge_region_mean_to_r04_local_or_region,r03_edge_region_mean,r04_local_or_region,STARE,CA-APSRG,dice,20,0.33261885681535647,0.3409197477312168,0.11081042862590006,20,0,0,0.0,1.9073486328125e-06,0.2828584141182284,0.3787929886924482
r04_local_or_region_to_r05_local_or_region_hybrid_priority,r04_local_or_region,r05_local_or_region_hybrid_priority,CHASEDB1,APSRG,accuracy,28,4.803911053908554e-06,1.0948448448566683e-05,7.89727413808344e-05,17,1,10,154.0,0.40040098824157966,-2.3686260665420038e-05,3.448668162211738e-05
r04_local_or_region_to_r05_local_or_region_hybrid_priority,r04_local_or_region,r05_local_or_region_hybrid_priority,DRIVE,APSRG,accuracy,20,0.00014280386021600644,-8.888324945399706e-05,0.0007990165128000829,9,0,11,101.0,0.8983173370361328,-0.00016037218406504949,0.0005240754752715399
r04_local_or_region_to_r05_local_or_region_hybrid_priority,r04_local_or_region,r05_local_or_region_hybrid_priority,STARE,APSRG,accuracy,20,-0.000296694214876031,-6.49350649349345e-05,0.0009548346021980309,8,0,12,68.0,0.17685317993164062,-0.0007532674144037638,3.164698937427107e-05
r04_local_or_region_to_r05_local_or_region_hybrid_priority,r04_local_or_region,r05_local_or_region_hybrid_priority,CHASEDB1,APSRG,precision,28,5.0605074652289505e-05,5.9191591936791355e-05,0.0005859741753945481,17,0,11,155.0,0.2842133492231369,-0.00015971222772073455,0.00025863941320032797
r04_local_or_region_to_r05_local_or_region_hybrid_priority,r04_local_or_region,r05_local_or_region_hybrid_priority,DRIVE,APSRG,precision,20,0.00010039345316077975,-0.0003446029958311114,0.003823134433611748,9,0,11,96.0,0.7561664581298828,-0.0015188439850135874,0.0017454909641638312
r04_local_or_region_to_r05_local_or_region_hybrid_priority,r04_local_or_region,r05_local_or_region_hybrid_priority,STARE,APSRG,precision,20,-0.0009713733575368339,-0.0002703886943299372,0.0035866504593204326,8,0,12,75.0,0.2773551940917969,-0.002713227862493265,0.0003417235501778422
r04_local_or_region_to_r05_local_or_region_hybrid_priority,r04_local_or_region,r05_local_or_region_hybrid_priority,CHASEDB1,APSRG,recall,28,-0.00013940504843876805,-0.00010705854077230903,0.0006629119883228274,11,1,16,139.0,0.229654258637482,-0.0003729162632192671,0.00010181492950872495
r04_local_or_region_to_r05_local_or_region_hybrid_priority,r04_local_or_region,r05_local_or_region_hybrid_priority,DRIVE,APSRG,recall,20,0.0005193533182401066,0.0003458333075231357,0.008731687439189431,12,0,8,91.0,0.6215133666992188,-0.0032931372841620383,0.004333265558351148
