experiment,experiment_label,dataset,output_method,metric,n_pairs,mean_delta,median_delta,std_delta,wins,ties,losses,wilcoxon_statistic,wilcoxon_p_value,bootstrap_mean_ci_low,bootstrap_mean_ci_high
r04_local_or_region,R04 - Selective 77/radius 1 with local-or-region acceptance,STARE,CA-APSRG,dice,20,-0.0019063776596219633,-0.022666552609131807,0.07218187147459251,8,0,12,83.0,0.4304332733154297,-0.030698752894072926,0.0292880460440029
r05_local_or_region_hybrid_priority,R05 - R04 with hybrid edge priority,CHASEDB1,APSRG,accuracy,28,0.025209249427999424,0.023824345178511674,0.0056646848430540915,28,0,0,0.0,7.450580596923828e-09,0.023192417678094802,0.02735016638662469
r05_local_or_region_hybrid_priority,R05 - R04 with hybrid edge priority,DRIVE,APSRG,accuracy,20,-0.0006953904441571012,-0.0026301888143207552,0.00972949246116872,7,0,13,89.0,0.5705966949462891,-0.004652730069514992,0.003706750344186035
r05_local_or_region_hybrid_priority,R05 - R04 with hybrid edge priority,STARE,APSRG,accuracy,20,0.0017566706021251376,-0.006047225501771003,0.028763906934643684,8,0,12,93.0,0.6742229461669922,-0.009922317001180665,0.014947089728453353
r05_local_or_region_hybrid_priority,R05 - R04 with hybrid edge priority,CHASEDB1,APSRG,precision,28,0.15357583840369055,0.1567401084720751,0.0367903140957941,28,0,0,0.0,7.450580596923828e-09,0.13955859294279097,0.16624491342700798
r05_local_or_region_hybrid_priority,R05 - R04 with hybrid edge priority,DRIVE,APSRG,precision,20,-0.03069197703709921,-0.044310460339233526,0.05971357583285105,6,0,14,48.0,0.03276824951171875,-0.056277418119385775,-0.004995634711517148
r05_local_or_region_hybrid_priority,R05 - R04 with hybrid edge priority,STARE,APSRG,precision,20,-0.010315557216865981,-0.023980762180610515,0.11210981675505628,7,0,13,85.0,0.47490501403808594,-0.05561821070360774,0.040140243876960975
r05_local_or_region_hybrid_priority,R05 - R04 with hybrid edge priority,CHASEDB1,APSRG,recall,28,-0.09790328375973836,-0.10710110571165671,0.04553306438394541,0,0,28,0.0,7.450580596923828e-09,-0.11437520074547369,-0.0812568056656634
r05_local_or_region_hybrid_priority,R05 - R04 with hybrid edge priority,DRIVE,APSRG,recall,20,0.04613339109805736,0.05605545878230217,0.04065687811216448,17,0,3,13.0,0.0001678466796875,0.028499509560330906,0.06311593032805708
r05_local_or_region_hybrid_priority,R05 - R04 with hybrid edge priority,STARE,APSRG,recall,20,0.004027450776342212,0.010877854696993428,0.051308518269961884,12,0,8,85.0,0.47490501403808594,-0.01867390354640147,0.025559357486908584
r05_local_or_region_hybrid_priority,R05 - R04 with hybrid edge priority,CHASEDB1,APSRG,specificity,28,0.03434410177158973,0.03402625844343993,0.006130136076568596,28,0,0,0.0,7.450580596923828e-09,0.03212290999188204,0.03652288119262268
r05_local_or_region_hybrid_priority,R05 - R04 with hybrid edge priority,DRIVE,APSRG,specificity,20,-0.007786602771101709,-0.012660609987586724,0.014852418465197538,6,0,14,49.0,0.03623390197753906,-0.013904214198407752,-0.0012830236675882155
r05_local_or_region_hybrid_priority,R05 - R04 with hybrid edge priority,STARE,APSRG,specificity,20,0.0007270156583035814,-0.004783324689087098,0.03375117855532805,7,0,13,88.0,0.5458755493164062,-0.012534239688276159,0.01604559812177261
r05_local_or_region_hybrid_priority,R05 - R04 with hybrid edge priority,CHASEDB1,APSRG,f1_score,28,0.05463927418002671,0.056643044663765574,0.03446267283082808,25,0,3,6.0,1.043081283569336e-07,0.042186076813842587,0.06684544420846854
r05_local_or_region_hybrid_priority,R05 - R04 with hybrid edge priority,DRIVE,APSRG,f1_score,20,0.00914414562551163,0.006044973724154523,0.02533558331318601,12,0,8,69.0,0.1893482208251953,-0.0014678542079273325,0.020077951644498486
r05_local_or_region_hybrid_priority,R05 - R04 with hybrid edge priority,STARE,APSRG,f1_score,20,0.0011588652344686867,-0.02160155481964482,0.07932463784427436,8,0,12,86.0,0.49800872802734375,-0.03026389173509476,0.0371067118737464
r05_local_or_region_hybrid_priority,R05 - R04 with hybrid edge priority,CHASEDB1,APSRG,iou,28,0.05472626969872579,0.054915943096101816,0.03458978050532273,25,0,3,6.0,1.043081283569336e-07,0.042220938685599764,0.0667632172454442
r05_local_or_region_hybrid_priority,R05 - R04 with hybrid edge priority,DRIVE,APSRG,iou,20,0.009890543294866569,0.00737238697714121,0.02947629643994246,12,0,8,69.0,0.1893482208251953,-0.002445585737532416,0.02295686925163554
r05_local_or_region_hybrid_priority,R05 - R04 with hybrid edge priority,STARE,APSRG,iou,20,-0.006287103164854761,-0.024379696996883193,0.07969629045496956,8,0,12,83.0,0.4304332733154297,-0.03912581831596106,0.02883685705968088
r05_local_or_region_hybrid_priority,R05 - R04 with hybrid edge priority,CHASEDB1,APSRG,balanced_accuracy,28,-0.03177959099407431,-0.03722947244292629,0.02185682587312666,2,0,26,10.0,3.203749656677246e-07,-0.03972963170433379,-0.023837145962899212
r05_local_or_region_hybrid_priority,R05 - R04 with hybrid edge priority,DRIVE,APSRG,balanced_accuracy,20,0.019173394163477808,0.020536915938561995,0.015238549029972613,17,0,3,8.0,4.76837158203125e-05,0.012751477344060827,0.025459226951324018
r05_local_or_region_hybrid_priority,R05 - R04 with hybrid edge priority,STARE,APSRG,balanced_accuracy,20,0.0023772332173229325,0.00281822023470113,0.013619748175543437,12,0,8,78.0,0.3299827575683594,-0.0036201545989970525,0.008056226581824094
r05_local_or_region_hybrid_priority,R05 - R04 with hybrid edge priority,CHASEDB1,APSRG,dice,28,0.05463927418002671,0.056643044663765574,0.03446267283082808,25,0,3,6.0,1.043081283569336e-07,0.04224978420977131,0.06709034605872298
r05_local_or_region_hybrid_priority,R05 - R04 with hybrid edge priority,DRIVE,APSRG,dice,20,0.00914414562551163,0.006044973724154523,0.02533558331318601,12,0,8,69.0,0.1893482208251953,-0.0015852853323839121,0.019914491511266872
r05_local_or_region_hybrid_priority,R05 - R04 with hybrid edge priority,STARE,APSRG,dice,20,0.0011588652344686867,-0.02160155481964482,0.07932463784427436,8,0,12,86.0,0.49800872802734375,-0.031021932898189525,0.036212710431558104
r05_local_or_region_hybrid_priority,R05 - R04 with hybrid edge priority,CHASEDB1,CA-APSRG,accuracy,28,0.021472327982744677,0.020293209876543206,0.005298395307695585,28,0,0,0.0,7.450580596923828e-09,0.019591857482482506,0.023432916733697982
r05_local_or_region_hybrid_priority,R05 - R04 with hybrid edge priority,DRIVE,CA-APSRG,accuracy,20,-0.000987909561599365,-0.0028149480756641254,0.00936111215350912,7,0,13,86.0,0.49800872802734375,-0.004766426182063944,0.0030963191259592345
r05_local_or_region_hybrid_priority,R05 - R04 with hybrid edge priority,STARE,CA-APSRG,accuracy,20,2.5619834710693956e-05,-0.006415584415584374,0.025841645129717417,7,0,13,88.0,0.5458755493164062,-0.010270546044864323,0.011774542502951532
r05_local_or_region_hybrid_priority,R05 - R04 with hybrid edge priority,CHASEDB1,CA-APSRG,precision,28,0.1372842006864467,0.13615665209731814,0.033592465217541195,28,0,0,0.0,7.450580596923828e-09,0.12505188558290403,0.1488695981065631
r05_local_or_region_hybrid_priority,R05 - R04 with hybrid edge priority,DRIVE,CA-APSRG,precision,20,-0.03267650647765936,-0.04474377871825397,0.057968067522217295,6,0,14,45.0,0.023950576782226562,-0.05739377591533304,-0.006986053484676138
r05_local_or_region_hybrid_priority,R05 - R04 with hybrid edge priority,STARE,CA-APSRG,precision,20,-0.014865652444618599,-0.025600831575286753,0.10629261048104435,7,0,13,82.0,0.40909767150878906,-0.05874285278919228,0.029829665353744553
r05_local_or_region_hybrid_priority,R05 - R04 with hybrid edge priority,CHASEDB1,CA-APSRG,recall,28,-0.09582304398012813,-0.1037883388896737,0.04518662672266659,1,0,27,1.0,1.4901161193847656e-08,-0.1121755138756988,-0.07915498704673933
r05_local_or_region_hybrid_priority,R05 - R04 with hybrid edge priority,DRIVE,CA-APSRG,recall,20,0.04771904796869442,0.0569431066067288,0.04014393383307297,17,0,3,12.0,0.000133514404296875,0.029932429305324283,0.0638624015101665
r05_local_or_region_hybrid_priority,R05 - R04 with hybrid edge priority,STARE,CA-APSRG,recall,20,0.004555053059509972,0.010993825538610336,0.05076533853683957,12,0,8,84.0,0.4523754119873047,-0.01828192432035616,0.025712206173153684
r05_local_or_region_hybrid_priority,R05 - R04 with hybrid edge priority,CHASEDB1,CA-APSRG,specificity,28,0.030156803551147516,0.030904886589076697,0.00553863172905262,28,0,0,0.0,7.450580596923828e-09,0.028170832561699926,0.032093053734003424
r05_local_or_region_hybrid_priority,R05 - R04 with hybrid edge priority,DRIVE,CA-APSRG,specificity,20,-0.0083388850086143,-0.01272379424213399,0.014334353791010498,6,0,14,43.0,0.01923370361328125,-0.013990598451347508,-0.0016719486826046787
r05_local_or_region_hybrid_priority,R05 - R04 with hybrid edge priority,STARE,CA-APSRG,specificity,20,-0.0011477270752723978,-0.005735019624834914,0.030684555799251393,6,0,14,85.0,0.47490501403808594,-0.014017083859097534,0.012509322317086242
r05_local_or_region_hybrid_priority,R05 - R04 with hybrid edge priority,CHASEDB1,CA-APSRG,f1_score,28,0.04374304766322961,0.04664746586323287,0.033920596422691386,25,0,3,15.0,1.0207295417785645e-06,0.03113057255399565,0.05587294070119321
r05_local_or_region_hybrid_priority,R05 - R04 with hybrid edge priority,DRIVE,CA-APSRG,f1_score,20,0.008881750349415985,0.005397473197156,0.024672858370030786,12,0,8,70.0,0.20244979858398438,-0.0010353354949020216,0.019731701749991646
r05_local_or_region_hybrid_priority,R05 - R04 with hybrid edge priority,STARE,CA-APSRG,f1_score,20,-0.002929872488019095,-0.02292320824965305,0.07311439107125635,8,0,12,83.0,0.4304332733154297,-0.03320845172731186,0.03091542765600812
r05_local_or_region_hybrid_priority,R05 - R04 with hybrid edge priority,CHASEDB1,CA-APSRG,iou,28,0.044247870665039234,0.045503662995327654,0.03388497377499394,25,0,3,14.0,8.195638656616211e-07,0.03183314380620075,0.0561361690469443
r05_local_or_region_hybrid_priority,R05 - R04 with hybrid edge priority,DRIVE,CA-APSRG,iou,20,0.009624195802584445,0.0064618007052471005,0.02872657565879954,12,0,8,70.0,0.20244979858398438,-0.002464226314435615,0.021920283090908432
r05_local_or_region_hybrid_priority,R05 - R04 with hybrid edge priority,STARE,CA-APSRG,iou,20,-0.009979691303860885,-0.025610002490181888,0.0748938702509929,8,0,12,80.0,0.36827659606933594,-0.04096257885162011,0.023070221749552495
r05_local_or_region_hybrid_priority,R05 - R04 with hybrid edge priority,CHASEDB1,CA-APSRG,balanced_accuracy,28,-0.03283312021449029,-0.03827738319120644,0.021620439154057876,2,0,26,8.0,1.862645149230957e-07,-0.04045369804128351,-0.02496985208193385
r05_local_or_region_hybrid_priority,R05 - R04 with hybrid edge priority,DRIVE,CA-APSRG,balanced_accuracy,20,0.01969008148004006,0.021281093417786,0.015159355511647068,17,0,3,7.0,3.62396240234375e-05,0.01294578567120086,0.026081479852095756
r05_local_or_region_hybrid_priority,R05 - R04 with hybrid edge priority,STARE,CA-APSRG,balanced_accuracy,20,0.0017036629921188206,0.00269563282479085,0.014207133427459318,12,0,8,84.0,0.4523754119873047,-0.004397288452415355,0.007691514292137906
r05_local_or_region_hybrid_priority,R05 - R04 with hybrid edge priority,CHASEDB1,CA-APSRG,dice,28,0.04374304766322961,0.04664746586323287,0.033920596422691386,25,0,3,15.0,1.0207295417785645e-06,0.031298875013518176,0.055964617178146284
r05_local_or_region_hybrid_priority,R05 - R04 with hybrid edge priority,DRIVE,CA-APSRG,dice,20,0.008881750349415985,0.005397473197156,0.024672858370030786,12,0,8,70.0,0.20244979858398438,-0.0013770623386454327,0.019727219989980404
r05_local_or_region_hybrid_priority,R05 - R04 with hybrid edge priority,STARE,CA-APSRG,dice,20,-0.002929872488019095,-0.02292320824965305,0.07311439107125635,8,0,12,83.0,0.4304332733154297,-0.03341360317548938,0.029601966242590844
r06_local_or_region_process_override,R06 - R04 with process-context refinement override,CHASEDB1,APSRG,accuracy,28,0.025204445516945513,0.023827473306639813,0.005672370084748158,28,0,0,0.0,7.450580596923828e-09,0.02320888224534066,0.027361037562860475
r06_local_or_region_process_override,R06 - R04 with process-context refinement override,DRIVE,APSRG,accuracy,20,-0.0008381943043731077,-0.003884071149100332,0.009683378497052406,7,0,13,87.0,0.5216732025146484,-0.004739661098402064,0.003395596814058754
r06_local_or_region_process_override,R06 - R04 with process-context refinement override,STARE,APSRG,accuracy,20,0.0020533648170011688,-0.006462809917355317,0.028437376967100043,8,0,12,93.0,0.6742229461669922,-0.009465661157024775,0.01487758559622194
r06_local_or_region_process_override,R06 - R04 with process-context refinement override,CHASEDB1,APSRG,precision,28,0.15352523332903822,0.1565077247367378,0.03687718345912732,28,0,0,0.0,7.450580596923828e-09,0.1397646770475592,0.16655373992628203
r06_local_or_region_process_override,R06 - R04 with process-context refinement override,DRIVE,APSRG,precision,20,-0.030792370490259995,-0.04853039955589267,0.06062043238983237,6,0,14,50.0,0.039989471435546875,-0.055555694441415525,-0.004471691392958746
r06_local_or_region_process_override,R06 - R04 with process-context refinement override,STARE,APSRG,precision,20,-0.009344183859329148,-0.025685216219076185,0.11086391420807185,7,0,13,84.0,0.4523754119873047,-0.055308644450596085,0.0398797748305652
r06_local_or_region_process_override,R06 - R04 with process-context refinement override,CHASEDB1,APSRG,recall,28,-0.09776387871129957,-0.10707816307367257,0.04551118733798732,1,0,27,1.0,1.4901161193847656e-08,-0.11449647963534579,-0.08054616484827888
r06_local_or_region_process_override,R06 - R04 with process-context refinement override,DRIVE,APSRG,recall,20,0.04561403777981725,0.05416684346449335,0.04121767420310103,17,0,3,15.0,0.0002613067626953125,0.027282656257841667,0.06247062035286643
r06_local_or_region_process_override,R06 - R04 with process-context refinement override,STARE,APSRG,recall,20,0.004464401241912358,0.006533719062532195,0.0515528358292557,11,0,9,83.0,0.4304332733154297,-0.018511590325532915,0.02535015646813852
r06_local_or_region_process_override,R06 - R04 with process-context refinement override,CHASEDB1,APSRG,specificity,28,0.034328933728416826,0.03407591229100837,0.0061372458148370515,28,0,0,0.0,7.450580596923828e-09,0.03210982639317559,0.03658014994436969
r06_local_or_region_process_override,R06 - R04 with process-context refinement override,DRIVE,APSRG,specificity,20,-0.007799472056156881,-0.011997604895211011,0.015038818745500188,6,0,14,49.0,0.03623390197753906,-0.013734164368712337,-0.0010958825633979297
r06_local_or_region_process_override,R06 - R04 with process-context refinement override,STARE,APSRG,specificity,20,0.0010016627037673976,-0.00562971299226972,0.033384959554474604,7,0,13,88.0,0.5458755493164062,-0.01225076304807933,0.016066819937571836
r06_local_or_region_process_override,R06 - R04 with process-context refinement override,CHASEDB1,APSRG,f1_score,28,0.05467055006423802,0.05693625387055018,0.03449474808782672,25,0,3,6.0,1.043081283569336e-07,0.04201684543582023,0.0666721527401718
r06_local_or_region_process_override,R06 - R04 with process-context refinement override,DRIVE,APSRG,f1_score,20,0.00857861165642516,0.005320712498638969,0.024917400108366246,11,0,9,72.0,0.2305126190185547,-0.0018206638184427477,0.019636153271670325
r06_local_or_region_process_override,R06 - R04 with process-context refinement override,STARE,APSRG,f1_score,20,0.002182444653361859,-0.021692963545000332,0.07844376771042938,8,0,12,88.0,0.5458755493164062,-0.029754984018986172,0.03716781701862177
r06_local_or_region_process_override,R06 - R04 with process-context refinement override,CHASEDB1,APSRG,iou,28,0.05475960010676669,0.05520215216760377,0.034621361267103426,25,0,3,6.0,1.043081283569336e-07,0.041907340619158094,0.06734293687669357
r06_local_or_region_process_override,R06 - R04 with process-context refinement override,DRIVE,APSRG,iou,20,0.009223264256647809,0.006475441894030931,0.028882268294659234,11,0,9,74.0,0.26109886169433594,-0.002655144592644306,0.021784355810342403
r06_local_or_region_process_override,R06 - R04 with process-context refinement override,STARE,APSRG,iou,20,-0.005154371228054279,-0.023394354744772056,0.07854282037038508,8,0,12,84.0,0.4523754119873047,-0.0376831734392098,0.02912746671325122
r06_local_or_region_process_override,R06 - R04 with process-context refinement override,CHASEDB1,APSRG,balanced_accuracy,28,-0.031717472491441384,-0.03725444597794725,0.021850963942782083,2,0,26,10.0,3.203749656677246e-07,-0.03982708209743728,-0.023673481549965483
r06_local_or_region_process_override,R06 - R04 with process-context refinement override,DRIVE,APSRG,balanced_accuracy,20,0.01890728286183015,0.019828284387338246,0.015290600994182717,18,0,2,11.0,0.0001049041748046875,0.012217530186638587,0.025249770943519798
r06_local_or_region_process_override,R06 - R04 with process-context refinement override,STARE,APSRG,balanced_accuracy,20,0.002733031972839889,0.0033747397944387525,0.014068625929919767,11,0,9,77.0,0.3117942810058594,-0.0033146201929744033,0.00870267375011305
r06_local_or_region_process_override,R06 - R04 with process-context refinement override,CHASEDB1,APSRG,dice,28,0.05467055006423802,0.05693625387055018,0.03449474808782672,25,0,3,6.0,1.043081283569336e-07,0.04155263004646242,0.06714889168562002
r06_local_or_region_process_override,R06 - R04 with process-context refinement override,DRIVE,APSRG,dice,20,0.00857861165642516,0.005320712498638969,0.024917400108366246,11,0,9,72.0,0.2305126190185547,-0.001435008904670046,0.01920682607585285
r06_local_or_region_process_override,R06 - R04 with process-context refinement override,STARE,APSRG,dice,20,0.002182444653361859,-0.021692963545000332,0.07844376771042938,8,0,12,88.0,0.5458755493164062,-0.028480231222363202,0.03873637798262334
r06_local_or_region_process_override,R06 - R04 with process-context refinement override,CHASEDB1,CA-APSRG,accuracy,28,0.02146752407169078,0.020296338004671455,0.005301973657978511,28,0,0,0.0,7.450580596923828e-09,0.019565794403034038,0.02352311854264983
r06_local_or_region_process_override,R06 - R04 with process-context refinement override,DRIVE,CA-APSRG,accuracy,20,-0.0011307134218153715,-0.0039147728226825995,0.009307856947847146,7,0,13,83.0,0.4304332733154297,-0.004842171280536906,0.0029880530063169613
r06_local_or_region_process_override,R06 - R04 with process-context refinement override,STARE,CA-APSRG,accuracy,20,0.00032231404958672495,-0.0068311688311687435,0.025496889064862104,7,0,13,87.0,0.5216732025146484,-0.009847641676505337,0.011767505903187685
r06_local_or_region_process_override,R06 - R04 with process-context refinement override,CHASEDB1,CA-APSRG,precision,28,0.13723358779519634,0.13577775767108458,0.033671666806669616,28,0,0,0.0,7.450580596923828e-09,0.1247976351174085,0.14913777558111577
r06_local_or_region_process_override,R06 - R04 with process-context refinement override,DRIVE,CA-APSRG,precision,20,-0.0327769875859575,-0.04896371793491311,0.05883843467042412,6,0,14,45.0,0.023950576782226562,-0.05745038623539465,-0.006752904518156167
r06_local_or_region_process_override,R06 - R04 with process-context refinement override,STARE,CA-APSRG,precision,20,-0.013894533578046778,-0.02730617333913335,0.10500957899365916,7,0,13,82.0,0.40909767150878906,-0.05695152181359025,0.03098350598397727
r06_local_or_region_process_override,R06 - R04 with process-context refinement override,CHASEDB1,CA-APSRG,recall,28,-0.0956836389316894,-0.10376539625168957,0.0451647785104819,1,0,27,1.0,1.4901161193847656e-08,-0.11192137915573902,-0.07898131237765567
r06_local_or_region_process_override,R06 - R04 with process-context refinement override,DRIVE,CA-APSRG,recall,20,0.04719969465045431,0.05582400744460442,0.04071641844963676,17,0,3,15.0,0.0002613067626953125,0.02911227292973929,0.06390275663003521
r06_local_or_region_process_override,R06 - R04 with process-context refinement override,STARE,CA-APSRG,recall,20,0.004992003525080118,0.006649689904149103,0.05101315465653603,11,0,9,83.0,0.4304332733154297,-0.017736576446065248,0.025764132512924077
r06_local_or_region_process_override,R06 - R04 with process-context refinement override,CHASEDB1,CA-APSRG,specificity,28,0.03014163550797461,0.030898206239955095,0.005540648027907139,28,0,0,0.0,7.450580596923828e-09,0.028066869488035696,0.03213857386893416
r06_local_or_region_process_override,R06 - R04 with process-context refinement override,DRIVE,CA-APSRG,specificity,20,-0.008351754293669484,-0.012060789149758278,0.014514340699416555,6,0,14,45.0,0.023950576782226562,-0.014442531263348773,-0.0019705999713488923
r06_local_or_region_process_override,R06 - R04 with process-context refinement override,STARE,CA-APSRG,specificity,20,-0.0008730800298085928,-0.006581407928017591,0.030302257049067735,6,0,14,85.0,0.47490501403808594,-0.013257166240657071,0.012384164104482613
r06_local_or_region_process_override,R06 - R04 with process-context refinement override,CHASEDB1,CA-APSRG,f1_score,28,0.04377432189060874,0.04694067507001748,0.03394657635427085,25,0,3,15.0,1.0207295417785645e-06,0.03147439472164284,0.05594882317190817
r06_local_or_region_process_override,R06 - R04 with process-context refinement override,DRIVE,CA-APSRG,f1_score,20,0.008316191501359482,0.0038267683878822067,0.02425095571425463,11,0,9,73.0,0.24548721313476562,-0.0018405506503117559,0.019141774676394777
r06_local_or_region_process_override,R06 - R04 with process-context refinement override,STARE,CA-APSRG,f1_score,20,-0.0019063776596219633,-0.022666552609131807,0.07218187147459251,8,0,12,83.0,0.4304332733154297,-0.031460955146138156,0.030680398555570507
r06_local_or_region_process_override,R06 - R04 with process-context refinement override,CHASEDB1,CA-APSRG,iou,28,0.04428119711398088,0.04578987206682961,0.03391235211156552,25,0,3,14.0,8.195638656616211e-07,0.0318609138967986,0.056480093338307634
r06_local_or_region_process_override,R06 - R04 with process-context refinement override,DRIVE,CA-APSRG,iou,20,0.008956889897000048,0.0045559764484852106,0.028132786391642794,11,0,9,74.0,0.26109886169433594,-0.002462585739315041,0.021143711024710035
r06_local_or_region_process_override,R06 - R04 with process-context refinement override,STARE,CA-APSRG,iou,20,-0.008847094681912276,-0.02450822605365044,0.07369028924429505,8,0,12,81.0,0.38837623596191406,-0.03944592235206009,0.02397102484324022
r06_local_or_region_process_override,R06 - R04 with process-context refinement override,CHASEDB1,CA-APSRG,balanced_accuracy,28,-0.03277100171185736,-0.03830235672622745,0.021614855767843798,2,0,26,8.0,1.862645149230957e-07,-0.04020247626894399,-0.02479938749700666
r06_local_or_region_process_override,R06 - R04 with process-context refinement override,DRIVE,CA-APSRG,balanced_accuracy,20,0.019423970178392404,0.020499663710390192,0.015224295493171933,18,0,2,10.0,8.20159912109375e-05,0.01268035072417824,0.025856080639913327
r06_local_or_region_process_override,R06 - R04 with process-context refinement override,STARE,CA-APSRG,balanced_accuracy,20,0.002059461747635777,0.0032521523845285283,0.01461078346732178,11,0,9,83.0,0.4304332733154297,-0.004130930645994221,0.008433751605858844
r06_local_or_region_process_override,R06 - R04 with process-context refinement override,CHASEDB1,CA-APSRG,dice,28,0.04377432189060874,0.04694067507001748,0.03394657635427085,25,0,3,15.0,1.0207295417785645e-06,0.031346369195643195,0.0559242590999768
r06_local_or_region_process_override,R06 - R04 with process-context refinement override,DRIVE,CA-APSRG,dice,20,0.008316191501359482,0.0038267683878822067,0.02425095571425463,11,0,9,73.0,0.24548721313476562,-0.0015970657154860933,0.01887258450269733
r06_local_or_region_process_override,R06 - R04 with process-context refinement override,STARE,CA-APSRG,dice,20,-0.0019063776596219633,-0.022666552609131807,0.07218187147459251,8,0,12,83.0,0.4304332733154297,-0.03068924245280461,0.029908404815366586
